"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 1.0)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 1.0)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.1429446935653687, 18.146224975585938, 0.9977049231529236)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.20392644405365, 18.116409301757812, 0.9977048635482788)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(1.9474724531173706, 17.75265884399414, 0.9977043867111206)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(2.7014033794403076, 17.383939743041992, 0.9994622468948364)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(3.4475879669189453, 17.020681381225586, 1.0110410451889038)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(4.193772315979004, 16.657424926757812, 1.0117199420928955)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(4.9399566650390625, 16.29416847229004, 1.001498818397522)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(5.678225994110107, 15.935457229614258, 1.0027656555175781)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(6.411722660064697, 15.580012321472168, 1.0065090656280518)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(7.145219326019287, 15.224567413330078, 0.9993525743484497)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(7.872907638549805, 14.871946334838867, 0.9978365898132324)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(8.594545364379883, 14.523061752319336, 1.0016939640045166)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(9.31474494934082, 14.175212860107422, 0.9983360171318054)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(10.024932861328125, 13.831249237060547, 1.0054337978363037)"
"(1.4194262027740479, 23.510574340820312, 0.9977049827575684)","(10.721376419067383, 13.491728782653809, 1.0241118669509888)"
"(1.4598020315170288, 23.510574340820312, 0.9980758428573608)","(11.417819023132324, 13.152209281921387, 1.0318900346755981)"
